%time,field.left_wheel,field.right_wheel
1304220881707786083,1.09831905365,1.09831905365
1304220881747839927,1.09946060181,1.09946060181
1304220881791484117,1.00832664967,1.00832664967
1304220881826035022,1.45515465736,1.45515465736
1304220881867430925,1.0625576973,1.0625576973
1304220881911611080,1.13899111748,1.13899111748
1304220881947478055,1.22218537331,1.04758751392
1304220881987493038,1.09924817085,1.09924817085
1304220882027479887,1.0996183157,1.0996183157
1304220882067540884,1.25510132313,1.09821367264
1304220882107520103,1.10099101067,1.10099101067
1304220882147409915,1.10486650467,1.10486650467
1304220882187340974,1.2564715147,1.09941256046
1304220882227338075,1.25758326054,1.10038530827
1304220882267348051,1.09815979004,1.09815979004
1304220882307360887,1.10106492043,1.10106492043
1304220882347397089,1.0984647274,1.25538825989
1304220882387419939,1.09931254387,1.09931254387
1304220882427329063,1.10110247135,0.943802177906
1304220882467370986,1.09819304943,1.25507771969
1304220882507364034,1.10000026226,1.10000026226
1304220882547404050,1.09932649136,1.09932649136
1304220882587392091,1.09937465191,1.25642812252
1304220882627387046,1.09923183918,1.09923183918
1304220882667368888,0.942815124989,1.25708687305
1304220882707355976,1.25670528412,1.0996171236
1304220882747376918,0.942757606506,1.25701010227
1304220882787384033,1.09942293167,1.09942293167
1304220882827373981,1.09927535057,1.09927535057
1304220882867350101,1.10093343258,0.943657279015
1304220882907331943,1.0992847681,1.0992847681
1304220882947330951,1.09950220585,1.09950220585
1304220882987318992,1.25578629971,1.09881293774
1304220883027368068,1.09949266911,1.09949266911
1304220883067326068,1.09926962852,1.09926962852
1304220883107289075,1.10106945038,1.10106945038
1304220883147367000,1.09819185734,1.25507640839
1304220883187376022,1.25618183613,1.25618183613
1304220883227101087,1.10657513142,1.10657513142
1304220883268098115,1.22696042061,1.22696042061
1304220883304119110,1.22097682953,1.0465515852
1304220883344085931,1.09865927696,1.09865927696
1304220883388034105,1.14370763302,1.00074410439
1304220883424101114,1.22179853916,1.04725599289
1304220883464056015,1.09897363186,1.09897363186
1304220883504045009,1.09963333607,1.25672376156
1304220883548043966,1.1422328949,1.1422328949
1304220883588049888,1.25700080395,0.942750632763
1304220883628011941,1.10046684742,1.10046684742
1304220883668046951,1.09931707382,1.09931707382
1304220883711366891,1.01620531082,1.01620531082
1304220883755383968,1.14138782024,1.28406131268
1304220883795418977,1.09885334969,1.25583231449
1304220883829523086,1.10406601429,1.2880769968
1304220883868519067,1.12652564049,1.12652564049
1304220883912590980,1.14313328266,1.14313328266
1304220883947925090,1.24355518818,1.0659044981
1304220883991897106,1.14248895645,0.999677836895
1304220884028678894,1.19933497906,1.19933497906
1304220884071870088,1.16148996353,1.01630365849
1304220884112519979,1.0823417902,1.0823417902
1304220884159389972,1.07327020168,1.07327020168
1304220884199420928,1.09976911545,1.25687897205
1304220884230326890,1.62439918518,1.21829938889
1304220884271418094,1.07125127316,1.07125127316
1304220884319458961,1.04657554626,1.04657554626
1304220884355453014,1.22151970863,1.22151970863
1304220884387413024,1.37607944012,0.982913851738
1304220884435403108,0.916211009026,1.047098279
1304220884471402883,1.3968629837,1.04764723778
1304220884511399030,1.09953129292,1.09953129292
1304220884547406911,1.22160184383,1.04708731174
1304220884587383031,1.09956133366,1.09956133366
1304220884627419948,1.09919071198,1.09919071198
1304220884667375087,1.0998660326,1.0998660326
1304220884707413911,1.09946799278,0.942401111126
1304220884763384103,1.00918984413,1.12132203579
1304220884791505098,1.34210705757,1.11842250824
1304220884835388898,1.00217688084,0.859008729458
1304220884867387056,1.37452399731,1.17816340923
1304220884907422065,1.0998544693,1.25697660446
1304220884947380065,0.942489504814,0.942489504814
1304220884995537042,0.914978981018,1.04569017887
1304220885039434909,1.14389050007,1.00090420246
1304220885079422950,1.09972453117,1.09972453117
1304220885119422912,1.09953665733,1.09953665733
1304220885155464887,1.39372193813,1.21950662136
1304220885191428899,1.2239780426,1.04912400246
1304220885227462053,1.04604303837,1.04604303837
1304220885267453908,1.09975528717,1.09975528717
1304220885307415962,1.25778496265,1.10056185722
1304220885347438097,1.0995413065,1.0995413065
1304220885387404918,1.25677442551,1.25677442551
1304220885427475929,1.09942746162,1.09942746162
1304220885467355966,1.25748383999,1.10029840469
1304220885507428884,1.09881174564,1.09881174564
1304220885547365903,1.09962952137,1.09962952137
1304220885587491989,1.09902322292,1.09902322292
1304220885627460002,0.941996693611,1.09899616241
1304220885667412042,1.10065746307,1.10065746307
1304220885719413995,1.0875685215,0.966727554798
1304220885751411914,1.37426662445,1.17794287205
1304220885795429944,0.999219954014,1.14196562767
1304220885833254098,1.16282165051,0.996704220772
1304220885875354051,1.04296982288,1.04296982288
1304220885915463924,1.09791111946,1.09791111946
1304220885955471038,0.942419052124,1.09948885441
1304220885991414070,1.22434437275,1.04943811893
1304220886027395963,1.04720115662,1.04720115662
1304220886071393013,1.14215350151,0.999384343624
1304220886107407093,1.21933591366,1.21933591366
1304220886155390024,1.04866218567,1.04866218567
1304220886187413930,1.17826199532,0.981885015965
1304220886227417945,1.09874808788,1.09874808788
1304220886271455049,0.998852431774,1.14154565334
1304220886307456016,1.22260344028,1.04794585705
1304220886347413063,1.09976947308,1.25687932968
1304220886387398958,1.10069489479,1.10069489479
1304220886427444934,0.942677199841,1.09979009628
1304220886467406988,1.09908938408,0.942076563835
1304220886507446050,1.09861385822,1.09861385822
1304220886547389030,1.10037600994,1.10037600994
1304220886595457077,0.915554702282,1.04634821415
1304220886631419897,1.57220828533,1.04813885689
1304220886667423963,1.04728019238,1.04728019238
1304220886707442998,1.09893107414,1.09893107414
1304220886747389078,1.09933686256,1.25638496876
1304220886795408964,1.04817140102,1.04817140102
1304220886831438064,1.04632794857,1.22071588039
1304220886871308088,1.10041749477,1.10041749477
1304220886911443948,1.09933269024,1.09933269024
1304220886951287031,1.10132133961,1.25865292549
1304220886991405010,1.09787130356,1.25471007824
1304220887027335882,1.22168064117,1.22168064117
1304220887071455955,0.998696863651,1.14136791229
1304220887115392923,1.28579008579,1.1429245472
1304220887159416913,0.999805986881,1.14263546467
1304220887191420078,1.37438011169,1.17804002762
1304220887227307081,1.22337174416,1.22337174416
1304220887267462968,1.09795260429,1.25480306149
1304220887307420015,1.09910011292,1.09910011292
1304220887347477912,1.25591850281,1.25591850281
1304220887395539045,1.04508209229,1.17571735382
1304220887431406974,1.2271052599,0.876503765583
1304220887475414037,0.99945807457,1.14223778248
1304220887507479906,1.5684440136,1.37238848209
1304220887559434890,0.845624387264,1.08723139763
1304220887587400913,1.5748449564,1.12488925457
1304220887627381086,1.25726819038,1.10010957718
1304220887667377948,1.09884667397,1.09884667397
1304220887707406044,1.2566576004,1.2566576004
1304220887747419118,1.09925746918,1.09925746918
1304220887791462898,0.998607158661,1.1412653923
1304220887831381082,1.25779938698,1.25779938698
1304220887867422103,1.22195744514,1.0473921299
1304220887907419919,1.09993207455,1.25706529617
1304220887951559066,1.13831782341,1.13831782341
1304220887998241901,1.07597386837,1.07597386837
1304220888027966976,1.47997093201,1.26854646206
1304220888063855886,1.04838418961,1.22311484814
1304220888108495950,1.12483859062,1.12483859062
1304220888147408008,1.13454139233,1.13454139233
1304220888187403917,1.25682151318,1.09971880913
1304220888227369070,1.0991345644,1.0991345644
1304220888275449037,1.04665780067,1.17748999596
1304220888315404891,1.25695765018,1.25695765018
1304220888347532033,1.56596517563,1.17447388172
1304220888399405002,0.847359597683,1.08946228027
1304220888435470104,1.2206351757,1.2206351757
1304220888479408979,1.00095582008,1.00095582008
1304220888511400938,1.37464773655,1.1782695055
1304220888551419973,1.09833550453,1.09833550453
1304220888595408916,1.14358246326,1.14358246326
1304220888635458946,1.25453388691,1.25453388691
1304220888671439886,1.22290742397,1.04820644855
1304220888707983016,1.03151297569,1.03151297569
1304220888747914075,1.25708210468,1.0999468565
1304220888787868976,1.09946596622,1.09946596622
1304220888827975988,1.25695514679,1.25695514679
1304220888867897033,1.09985780716,1.09985780716
1304220888907890081,1.25688529015,1.25688529015
1304220888947947978,1.09954023361,1.09954023361
1304220888987871885,1.25709807873,1.09996080399
1304220889027826070,1.09961235523,1.2566999197
1304220889067909955,0.942462682724,1.09953975677
1304220889108661890,1.08004009724,1.23433148861
1304220889147890090,1.1208178997,1.1208178997
1304220889187865018,1.09999489784,1.25713706017
1304220889227844953,0.942013204098,1.09901535511
1304220889267859935,1.09923219681,1.09923219681
1304220889307960987,1.09801256657,1.25487148762
1304220889347841024,1.10099589825,1.10099589825
1304220889391791105,0.999734222889,1.14255332947
1304220889427925109,1.04703187943,1.2215372324
1304220889467884063,1.09896838665,1.09896838665
1304220889507864952,1.09966766834,1.09966766834
1304220889547924995,1.09983599186,1.09983599186
1304220889587826967,1.25827419758,1.25827419758
1304220889627830028,1.0997184515,1.0997184515
1304220889667668104,1.26298117638,1.10510849953
1304220889707829952,1.09351158142,1.24972748756
1304220889747843980,1.25465202332,0.940989077091
1304220889787918090,1.10070288181,1.10070288181
1304220889827856063,1.09844517708,1.09844517708
1304220889867897033,1.25679397583,1.09969472885
1304220889907962083,1.09929287434,1.09929287434
1304220889943859100,1.22077858448,1.22077858448
1304220889987498044,1.15330672264,1.15330672264
1304220890027925968,1.08994472027,1.08994472027
1304220890067923069,1.25587785244,1.09889316559
1304220890107753038,1.10150372982,1.25886142254
1304220890147898912,1.256103158,1.09909033775
1304220890187550067,1.10809028149,1.10809028149
1304220890228375911,1.07472014427,1.07472014427
1304220890268548011,1.09856390953,1.25550162792
1304220890308429956,1.09936130047,1.09936130047
1304220890348452091,1.25691521168,1.09980082512
1304220890387842893,1.11563658714,1.27501320839
1304220890431225061,1.1609120369,1.01579809189
1304220890475418090,0.994799017906,1.13691318035
1304220890515557050,1.25387692451,1.25387692451
1304220890555449008,1.26020765305,1.10268163681
1304220890599409103,0.999728262424,1.14254653454
1304220890639450073,1.09930753708,1.09930753708
1304220890679445028,1.25698590279,1.25698590279
1304220890715439081,1.22033166885,1.22033166885
1304220890755476951,1.09923052788,1.09923052788
1304220890787436962,1.37664043903,1.1799775362
1304220890827363967,1.10045599937,1.10045599937
1304220890867420911,1.09838068485,1.09838068485
1304220890907411098,1.25692629814,1.25692629814
1304220890947422027,1.09931826591,1.09931826591
1304220890987344026,1.10054600239,1.10054600239
1304220891027436017,1.09892213345,1.25591099262
1304220891067380905,1.25741481781,1.10023796558
1304220891108604907,1.06693172455,1.06693172455
1304220891147404909,1.1334502697,1.1334502697
1304220891187441110,1.0995953083,0.942510306835
1304220891233483076,1.09062302113,1.09062302113
1304220891271445989,1.1601678133,1.1601678133
1304220891307472944,1.21998608112,1.21998608112
1304220891347512960,1.09882867336,1.09882867336
1304220891387417078,1.25875365734,1.10140943527
1304220891427345991,1.10069727898,1.25793981552
1304220891467371940,1.25642800331,1.09937441349
1304220891507368087,1.09956371784,1.09956371784
1304220891547369956,1.25668203831,0.942511558533
1304220891587430000,1.09867846966,1.09867846966
1304220891627386093,1.25787734985,0.943407952785
1304220891667411088,1.09942579269,1.09942579269
1304220891707401037,1.09890294075,1.25588905811
1304220891747457027,1.09900867939,1.09900867939
1304220891787420034,1.10043823719,1.10043823719
1304220891827421903,0.942505836487,1.0995901823
1304220891867371082,1.25818920135,1.25818920135
1304220891907416105,1.09829866886,1.09829866886
1304220891947428941,1.0992307663,1.25626373291
1304220891987392902,1.25670385361,1.0996158123
1304220892027415037,1.10004472733,1.10004472733
1304220892067322969,1.25720191002,1.25720191002
1304220892107312917,1.10018527508,1.10018527508
1304220892147440910,1.2542091608,1.09743309021
1304220892187378883,1.10056746006,1.25779128075
1304220892227405071,1.25697731972,1.09985518456
1304220892267420053,1.09827566147,1.09827566147
1304220892307461977,1.25673484802,1.09964299202
1304220892347434997,1.09929645061,1.09929645061
1304220892387398958,1.25817978382,1.10090732574
1304220892427469015,1.09958958626,1.25667381287
1304220892467375040,1.25653409958,1.09946739674
1304220892507395029,1.09981298447,1.09981298447
1304220892547413110,1.25517988205,1.25517988205
1304220892587471008,1.098736763,1.098736763
1304220892627404928,1.25907373428,1.25907373428
1304220892667418956,1.09881067276,1.09881067276
1304220892707498073,1.09721422195,1.09721422195
1304220892747415065,1.25974822044,1.25974822044
1304220892787417888,0.942380964756,1.09944450855
1304220892827383995,1.10027956963,1.10027956963
1304220892867376089,1.09945857525,1.256524086
1304220892907418966,1.09775674343,1.09775674343
1304220892947385072,1.10146915913,1.25882184505
1304220892987361907,1.25570416451,1.09874117374
1304220893027472019,1.09959113598,1.09959113598
1304220893067375898,1.2564227581,1.09937000275
1304220893107363939,1.10035097599,1.10035097599
1304220893147372961,1.2571798563,0.942884922028
1304220893187411069,1.09855914116,1.09855914116
1304220893227408885,1.25680422783,1.09970366955
1304220893267497062,1.099365592,1.099365592
1304220893307418107,1.25662720203,1.09954881668
1304220893347347021,1.09944152832,1.25650453568
1304220893387411117,1.09957754612,1.09957754612
1304220893427391052,1.09974086285,1.09974086285
1304220893467385053,1.0994477272,1.25651168823
1304220893507483005,0.94245415926,1.0995298624
1304220893547425031,1.09837949276,1.25529074669
1304220893587407112,1.25820815563,1.10093212128
1304220893627410888,1.25642859936,1.09937512875
1304220893667376041,1.09972274303,1.25682604313
1304220893707402944,1.25670218468,1.09961438179
1304220893747338056,1.09975349903,1.09975349903
1304220893787441968,1.09836268425,1.09836268425
1304220893827378034,1.10043334961,1.10043334961
1304220893867424011,1.0992064476,1.25623595715
1304220893907402992,1.09917831421,1.25620377064
1304220893947335958,0.943874180317,1.1011865139
1304220893987318992,1.09943711758,1.09943711758
1304220894027405023,1.09891009331,1.25589728355
1304220894067399978,1.09965622425,1.09965622425
1304220894107374906,1.25675547123,1.25675547123
1304220894147419929,1.09907209873,1.09907209873
1304220894187381029,1.09960758686,1.09960758686
1304220894227416038,1.09962916374,1.25671899319
1304220894267462968,1.25545585155,1.09852385521
1304220894307410955,1.10061991215,1.10061991215
1304220894347930908,1.23915743828,1.08426272869
1304220894387362003,1.11509513855,1.11509513855
1304220894427408933,1.25695109367,1.09983217716
1304220894467473030,0.942342817783,1.09939992428
1304220894507421970,1.09971535206,1.25681746006
1304220894547415971,1.09862411022,1.09862411022
1304220894587379932,1.10027682781,1.10027682781
1304220894627402067,1.0998301506,1.25694870949
1304220894667406082,1.09952664375,1.09952664375
1304220894707392930,0.9421916008,1.09922349453
1304220894747394084,1.09845614433,0.941533863544
1304220894787405967,1.10091805458,1.10091805458
1304220894827337980,1.25706803799,0.942800998688
1304220894867405891,1.0992859602,1.25632679462
1304220894907404899,1.2565715313,1.09950006008
1304220894947392940,1.09901738167,1.09901738167
1304220894987441062,1.25618994236,1.09916615486
1304220895027343988,1.10139012337,1.10139012337
1304220895067506074,1.25316083431,1.25316083431
1304220895107414007,1.10063409805,1.10063409805
1304220895147424936,1.25669252872,1.09960591793
1304220895187433004,1.09914934635,1.25617063046
1304220895227406978,1.2572786808,1.1001188755
1304220895267420053,1.10031223297,1.10031223297
1304220895307420015,1.25534141064,1.25534141064
1304220895347413063,1.10074651241,1.10074651241
1304220895387382984,1.25659513474,1.09952068329
1304220895427455902,1.09773230553,1.09773230553
1304220895471437931,1.14342308044,1.14342308044
1304220895507328987,1.04912042618,1.22397387028
1304220895547460079,1.09728348255,1.09728348255
1304220895587436914,0.942854225636,1.25713896751
1304220895627373933,1.10135781765,1.10135781765
1304220895667437076,1.09763717651,1.09763717651
1304220895707341909,1.10058188438,1.10058188438
1304220895747385025,1.25652909279,1.09946298599
1304220895787477970,1.098285079,1.25518298149
1304220895827440023,1.09991872311,0.942787408829
1304220895867413997,0.942539513111,1.09962940216
1304220895907413005,1.09937226772,1.09937226772
1304220895947467088,1.09882283211,1.09882283211
1304220895987364053,1.10120141506,1.10120141506
1304220896027367115,1.09972321987,1.09972321987
1304220896067405939,0.941686451435,1.25558185577
1304220896111525058,0.998567044735,1.14121949673
1304220896155437946,1.14256298542,1.14256298542
1304220896199476957,0.999994635582,0.999994635582
1304220896239449024,1.25702655315,1.09989821911
1304220896271246910,1.18748724461,1.18748724461
1304220896307535886,1.21019017696,1.21019017696
1304220896347520112,1.09965968132,1.09965968132
1304220896387557029,1.09906065464,1.09906065464
1304220896427536010,1.1003600359,1.25755429268
1304220896467525959,0.942635893822,1.09974193573
1304220896507483005,1.09897696972,1.09897696972
1304220896547523975,1.10009932518,1.10009932518
1304220896587387084,1.10235273838,1.10235273838
1304220896627420902,1.09957122803,1.25665283203
1304220896667404890,1.09970462322,1.09970462322
1304220896707360982,1.256259799,1.09922730923
1304220896763405084,1.12157189846,1.12157189846
1304220896791521072,1.11860561371,1.11860561371
1304220896827387094,1.22483360767,1.22483360767
1304220896867415904,1.25730407238,1.10014104843
1304220896907435894,1.09901154041,1.09901154041
1304220896947403907,1.25660979748,1.25660979748
1304220896987481117,1.09917414188,1.09917414188
1304220897027445077,1.0999648571,1.0999648571
1304220897067495107,1.09820890427,1.09820890427
1304220897108483076,1.2225073576,1.2225073576
1304220897147460937,1.13362026215,1.13362026215
1304220897187484025,1.09974062443,1.09974062443
1304220897227380990,1.09996473789,1.09996473789
1304220897267467021,0.940555989742,1.25407469273
1304220897307368993,1.25862443447,1.10129642487
1304220897347381114,1.09931719303,1.09931719303
1304220897387399911,1.09980666637,1.09980666637
1304220897427361965,1.25672590733,1.25672590733
1304220897467454910,1.09710490704,1.09710490704
1304220897507415056,1.25887560844,1.10151612759
1304220897547389030,1.09958434105,0.942500889301
1304220897587387084,1.25714230537,1.099999547
1304220897627352952,1.10070800781,1.10070800781
1304220897667388916,1.25570440292,1.25570440292
1304220897711427927,0.998743355274,0.998743355274
1304220897751389980,1.25683307648,1.09972894192
1304220897795424938,0.999748528004,1.14256978035
1304220897827434062,1.56813383102,1.37211716175
1304220897875523090,0.91513723135,1.04587113857
1304220897911513090,1.39702188969,1.22239410877
1304220897947415113,1.22366833687,1.22366833687
1304220897987399101,1.25829792023,1.1010106802
1304220898027405023,1.0996812582,1.0996812582
1304220898067496061,1.09832251072,1.25522577763
1304220898107321023,1.25805461407,1.10079777241
1304220898147466897,1.09916186333,1.25618493557
1304220898187376022,1.25652742386,1.09946143627
1304220898227386951,1.09876394272,1.09876394272
1304220898267429113,1.10016667843,1.25733339787
1304220898307410955,1.09970068932,1.09970068932
1304220898347413063,0.942522823811,1.09960997105
1304220898387434005,1.09910476208,1.2561198473
1304220898427325963,1.10124754906,1.25856864452
1304220898467403888,1.09847223759,1.09847223759
1304220898507479906,1.09903120995,1.09903120995
1304220898547410011,1.10054039955,1.25776052475
1304220898587428092,1.2556681633,1.09870970249
1304220898627415895,1.09998321533,1.09998321533
1304220898667407989,1.09948241711,1.09948241711
1304220898707427024,1.09954547882,1.25662338734
1304220898747359991,1.10014712811,1.10014712811
1304220898787419080,1.09885120392,1.09885120392
1304220898827373027,1.09890127182,1.09890127182
1304220898867391109,1.10002791882,1.10002791882
1304220898907500982,1.09893321991,1.09893321991
1304220898947349071,1.10120654106,1.25852179527
1304220898987448930,1.0977203846,1.2545375824
1304220899027477025,1.10040533543,1.10040533543
1304220899067406892,1.09979975224,1.25691401958
1304220899107332944,1.10009801388,1.10009801388
1304220899147079944,1.10623168945,1.26426482201
1304220899187380075,1.09197223186,1.24796831608
1304220899227406978,1.10005187988,1.10005187988
1304220899267391920,1.09920871258,1.25623846054
1304220899307405948,1.09991502762,1.09991502762
1304220899351548910,0.853983998299,1.28097605705
1304220899395385980,1.14592015743,1.14592015743
1304220899431402921,1.22233772278,1.22233772278
1304220899467415094,1.04699087143,1.22148931026
1304220899511387109,0.999506175518,1.14229273796
1304220899551408052,1.09962177277,1.25671064854
1304220899591376066,1.09827315807,1.09827315807
1304220899627427101,1.04816842079,1.22286307812
1304220899667412996,1.09985399246,1.09985399246
1304220899707407951,1.25662779808,1.09954941273
1304220899747405052,1.09934091568,1.09934091568
1304220899787412881,1.2557451725,1.09877693653
1304220899827404022,1.10071229935,1.10071229935
1304220899867393016,1.2554166317,1.2554166317
1304220899907402038,1.10062110424,1.10062110424
1304220899948050022,1.23428058624,1.07999551296
1304220899984095096,1.22215628624,1.22215628624
1304220900028067111,1.14320576191,1.00030505657
1304220900063977956,1.2217656374,1.04722762108
1304220900104454040,1.08492481709,1.23991417885
1304220900147784948,1.16164159775,1.01643645763
1304220900187848091,1.25567734241,1.25567734241
1304220900227874040,1.10032486916,1.10032486916
1304220900267849922,1.25644207001,1.09938681126
1304220900307836055,1.09944629669,1.09944629669
1304220900347898006,1.09873914719,1.09873914719
1304220900383819103,1.22269690037,1.04802596569
1304220900427901983,0.999040722847,1.14176082611
1304220900467917919,1.1002061367,1.1002061367
1304220900507852077,1.25489318371,1.25489318371
1304220900544908046,1.18869972229,1.18869972229
1304220900599108934,1.0427185297,1.0427185297
1304220900639262914,1.09789991379,1.25474274158
1304220900675050973,1.40116798878,1.22602200508
1304220900711872100,1.36629593372,1.19550895691
1304220900747818946,1.04628527164,1.22066617012
1304220900787781000,1.25882923603,1.25882923603
1304220900827840089,1.25646877289,1.25646877289
1304220900867615938,1.10371756554,1.2613915205
1304220900907841920,1.25115227699,1.09475827217
1304220900947880983,1.09921634197,1.25624716282
1304220900987787008,1.2573338747,1.2573338747
1304220901027770996,1.25740301609,1.10022759438
1304220901063779115,1.22154092789,1.22154092789
1304220901107779026,1.14047539234,1.28303480148
1304220901147768020,1.10159659386,1.25896763802
1304220901187832117,1.09968674183,1.09968674183
1304220901227606058,0.945910155773,1.26121354103
1304220901267765045,1.0940861702,1.25038421154
1304220901307666063,1.10512769222,1.10512769222
1304220901347814083,1.09418833256,1.25050103664
1304220901387115955,1.11905479431,1.27891981602
1304220901427803993,1.08116960526,1.08116960526
1304220901467813968,1.09855210781,1.09855210781
1304220901507710933,1.10156047344,1.10156047344
1304220901547388076,1.11191475391,1.27075970173
1304220901587475061,0.938733994961,1.09518969059
1304220901627783060,1.0914170742,1.0914170742
1304220901667836904,1.09973931313,1.09973931313
1304220901707762002,1.09952092171,1.25659525394
1304220901747786045,1.09922111034,1.25625264645
1304220901787880897,1.09859633446,1.09859633446
1304220901827800035,1.10005247593,1.25720274448
1304220901867820978,1.09961545467,1.09961545467
1304220901907880067,1.09922933578,1.09922933578
1304220901947536945,1.26484405994,1.10673856735
1304220901987796068,1.09275662899,1.09275662899
1304220902023925065,1.39398133755,1.04548597336
1304220902067528009,1.00737476349,1.00737476349
1304220902107764959,1.24960494041,1.09340429306
1304220902147891044,1.09864711761,1.09864711761
1304220902187604904,1.2653542757,1.10718500614
1304220902227591991,1.25698328018,1.09986031055
1304220902267512083,0.94236433506,1.25648581982
1304220902307529926,1.25697910786,1.09985673428
1304220902347544908,1.09947311878,1.2565407753
1304220902387566089,1.25612211227,1.09910690784
1304220902427551984,1.09982264042,1.25694012642
1304220902467504024,1.25765395164,1.1004472971
1304220902507499933,1.09878480434,1.09878480434
1304220902547503948,1.25756335258,1.10036790371
1304220902587534904,1.09956431389,1.09956431389
1304220902627487897,1.10030555725,1.10030555725
1304220902667527914,1.09932243824,1.09932243824
1304220902707523107,1.09923899174,1.09923899174
1304220902747546911,1.10004150867,1.10004150867
1304220902787533044,1.10019207001,1.25736236572
1304220902827553033,1.09846222401,1.09846222401
1304220902867569923,1.25619566441,1.09917128086
1304220902907500028,1.25704741478,1.09991645813
1304220902947504043,1.09927880764,1.25631868839
1304220902987436056,1.2572633028,1.10010540485
1304220903027391910,1.10112202168,1.25842511654
1304220903064563035,1.1854313612,1.35477876663
1304220903108489990,1.00011622906,1.1429899931
1304220903147444009,0.968632698059,1.13007152081
1304220903187459945,1.09899747372,1.25599706173
1304220903227408885,1.09893810749,1.25592923164
1304220903264501094,1.18655800819,1.18655800819
1304220903308581113,0.856478631496,1.14197158813
1304220903347359895,1.13267290592,1.29448330402
1304220903387392997,1.09945905209,1.25652456284
1304220903427428960,1.25546348095,1.09853053093
1304220903467370986,1.10082411766,1.10082411766
1304220903507365942,1.25709867477,1.09996128082
1304220903547357082,1.09980177879,1.09980177879
1304220903587390899,1.2555629015,1.09861755371
1304220903627449035,1.09949481487,1.25656557083
1304220903667316913,1.25860011578,1.1012750864
1304220903707370996,1.09830331802,1.09830331802
1304220903747368097,1.25683999062,1.25683999062
1304220903787323951,1.10086739063,1.10086739063
1304220903827382087,1.25481903553,1.09796667099
1304220903867341995,1.25701522827,1.25701522827
1304220903907339096,1.10004591942,1.10004591942
1304220903947371959,1.25708842278,1.25708842278
1304220903987171888,1.10417473316,1.26191401482
1304220904027163028,1.25686895847,1.09976029396
1304220904067190885,1.09914922714,1.25617063046
1304220904107215881,1.09815192223,1.25503075123
1304220904148783922,1.05826592445,1.05826592445
1304220904184623003,1.22928035259,1.22928035259
1304220904228821039,0.993911027908,0.993911027908
1304220904268837928,1.09757995605,1.09757995605
1304220904308876991,1.10165941715,1.10165941715
1304220904348800897,0.94173771143,1.09869396687
1304220904388878107,1.09902322292,1.09902322292
1304220904428394079,1.11435627937,1.11435627937
1304220904464847087,1.20378649235,1.20378649235
1304220904508831977,1.00037968159,1.00037968159
1304220904544883012,1.22237575054,1.22237575054
1304220904588833093,1.14202046394,0.999267876148
1304220904628844976,1.25566589832,1.09870767593
1304220904668852090,1.10009527206,1.2572517395
1304220904708827018,1.25514912605,1.09825539589
1304220904743680000,1.26625680923,1.26625680923
1304220904787614107,1.00119245052,1.00119245052
1304220904827655076,1.09855592251,1.09855592251
1304220904867594957,1.09977912903,1.25689041615
1304220904907701969,0.941384077072,1.09828150272
1304220904947649002,1.10073983669,1.10073983669
1304220904987612009,1.10052871704,1.10052871704
1304220905027672052,1.09921014309,1.09921014309
1304220905067621946,1.09966278076,1.25675749779
1304220905107577085,1.09912014008,1.25613725185
1304220905147675037,1.09988284111,1.09988284111
1304220905187613010,1.09993338585,1.25706672668
1304220905227663993,1.09880411625,1.25577616692
1304220905267710924,0.941937863827,1.09892749786
1304220905307652950,1.09889578819,1.09889578819
1304220905347639083,1.25713717937,1.09999501705
1304220905387622117,1.10088217258,1.10088217258
1304220905427613019,0.942706406116,1.09982419014
1304220905467674970,1.09770321846,1.09770321846
1304220905507628917,1.10014057159,1.10014057159
1304220905547625064,1.10063517094,1.10063517094
1304220905587600946,1.09772610664,1.09772610664
1304220905627633094,1.09953010082,1.25660586357
1304220905667602062,1.10072624683,1.10072624683
1304220905707601070,1.0994297266,1.0994297266
1304220905755604982,0.91612225771,1.17787146568
1304220905791655063,1.220074296,1.220074296
1304220905831629991,1.25718438625,1.25718438625
1304220905871661901,1.25570774078,1.09874427319
1304220905919648885,1.04768180847,1.17864203453
1304220905955632925,1.22205114365,1.22205114365
1304220905987602949,1.37604880333,1.17947041988
1304220906027594089,1.09970855713,1.09970855713
1304220906071552038,1.28396749496,1.14130449295
1304220906108606100,1.18883883953,1.18883883953
1304220906159590005,0.985864520073,0.985864520073
1304220906199605941,1.10003304482,1.10003304482
1304220906235594034,1.2219260931,1.3964869976
1304220906271627902,1.2206608057,1.2206608057
1304220906307598114,1.22292852402,1.22292852402
1304220906347600936,1.09926044941,1.09926044941
1304220906391597032,1.14264798164,1.14264798164
1304220906427602052,1.22185897827,1.04730772972
1304220906471628904,0.99864178896,0.99864178896
1304220906507911920,1.21215343475,1.21215343475
1304220906547919034,0.943289101124,1.2577188015
1304220906587881088,1.09995520115,0.942818760872
1304220906631958961,1.14021599293,1.28274309635
1304220906671788930,1.10258722305,1.10258722305
1304220906704889059,1.14067494869,1.14067494869
1304220906751734972,1.0709785223,1.0709785223
1304220906791950941,0.940067529678,1.25342333317
1304220906831935882,1.09998703003,1.09998703003
1304220906867913007,1.22286653519,1.04817128181
1304220906911952972,0.998053014278,1.14063203335
1304220906951924085,1.10067164898,1.25791049004
1304220906991899967,1.10006535053,1.10006535053
1304220907028845071,1.18862378597,1.01882040501
1304220907075025081,0.952687621117,1.08878588676
1304220907111367940,1.03675436974,1.03675436974
